"행정구역별","연령·교육정도별","구분별","항목","단위","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년",
"경기도","전체","경력단절여성 전체","비율","%","29.47439","29.57755","29.4532","100","100","100","100","100","100","100","100",
"경기도","전체","결혼준비","인원","명","247918.769","263433.961","264380.023","230575.166","207948.395","186115.326","169393.996","187039.674","163237.627","119702.039","118261.519",
"경기도","전체","결혼준비","비율","%","12.87503","13.09704","13.35246","36.79683","35.31611","35.17223","33.18225","34.35858","31.43723","26.83403","26",
"경기도","전체","임신, 출산","인원","명","122937.492","153814.108","133987.449","146159.782","151905.152","155087.482","143364.831","138168.882","126324.885","89613.882","108305.922",
"경기도","전체","임신, 출산","비율","%","6.38445","7.64711","6.76701","23.32522","25.79822","29.30856","28.08345","25.38118","24.32837","20.08906","23.8",
"경기도","전체","자녀교육(초등학생)","인원","명","28367.551","25447.851","23410.68","28149.445","22276.853","24810.651","18740.728","17208.255","20549.067","18754.346","19139.651",
"경기도","전체","자녀교육(초등학생)","비율","%","1.4732","1.26518","1.18235","4.49229","3.7833","4.68874","3.67108","3.1611","3.95746","4.20423","4.2",
"경기도","전체","가족돌봄","인원","명","","","","40991.21","25257.393","19382.421","19398.136","18975.017","19357.27","21797.178","5916.042",
"경기도","전체","가족돌봄","비율","%","","","","6.54167","4.28949","3.66291","3.79986","3.48565","3.72793","4.88635","1.3",
"경기도","전체","육아","인원","명","168328.466","152227.099","161398.225","180741.34","181432.449","143758.361","159598.099","182983.552","189780.513","196215.541","202838.499",
"경기도","전체","육아","비율","%","8.74171","7.56821","8.15138","28.84399","30.81288","27.16757","31.26335","33.61349","36.54901","43.98633","44.6",
"경기도","15-19세","경력단절여성 전체","인원","명","","57.864","45.974","","111.759","387.095","","","","0","35.959",
"경기도","15-19세","경력단절여성 전체","비율","%","",".00288",".00232","","100","100","","","","","100",
"경기도","15-19세","결혼준비","인원","명","","0","0","","44.941","0","","","","0","0",
"경기도","15-19세","결혼준비","비율","%","","0","0","","40.21242","0","","","","","0",
"경기도","15-19세","임신, 출산","인원","명","","57.864","45.974","","0","0","","","","0","35.959",
"경기도","15-19세","임신, 출산","비율","%","",".00288",".00232","","0","0","","","","","100",
"경기도","15-19세","자녀교육(초등학생)","인원","명","","0","0","","0","0","","","","0","0",
"경기도","15-19세","자녀교육(초등학생)","비율","%","","0","0","","0","0","","","","","0",
"경기도","15-19세","가족돌봄","인원","명","","","","","0","0","","","","0","0",
"경기도","15-19세","가족돌봄","비율","%","","","","","0","0","","","","","0",
"경기도","15-19세","육아","인원","명","","0","0","","66.818","387.095","","","","0","0",
"경기도","15-19세","육아","비율","%","","0","0","","59.78758","100","","","","","0",
"경기도","20-24세","경력단절여성 전체","인원","명","6297.166","5278.25","5282.033","5894.684","3927.496","3439.582","4210.015","4618.209","3765.222","1887.449","1770.773",
"경기도","20-24세","경력단절여성 전체","비율","%",".32703",".26242",".26677","100","100","100","100","100","100","100","100",
"경기도","20-24세","결혼준비","인원","명","2871.07","3119.237","2034.732","2516.962","1265.95","1460.127","1825.09","1220.069","325.855","0","426.435",
"경기도","20-24세","결혼준비","비율","%",".1491",".15508",".10276","42.69885","32.23301","42.45071","43.35115","26.41866","8.65434","0","24.1",
"경기도","20-24세","임신, 출산","인원","명","856.219","1106.819","1421.928","2243.361","1968.958","1515.061","1399.752","2631.383","1898.671","757.849","755.629",
"경기도","20-24세","임신, 출산","비율","%",".04447",".05503",".07181","38.05736","50.13265","44.04782","33.24815","56.97843","50.42654","40.15203","42.7",
"경기도","20-24세","자녀교육(초등학생)","인원","명","0","141.027","0","0","0","0","0","0","0","0","0",
"경기도","20-24세","자녀교육(초등학생)","비율","%","0",".00701","0","0","0","0","0","0","0","0","0",
"경기도","20-24세","가족돌봄","인원","명","","","","0","117.919","0","0","0","0","0","0",
"경기도","20-24세","가족돌봄","비율","%","","","","0","3.0024","0","0","0","0","0","0",
"경기도","20-24세","육아","인원","명","2569.877","911.167","1825.373","1134.361","574.669","464.394","985.173","766.757","1540.696","1129.6","588.709",
"경기도","20-24세","육아","비율","%",".13346",".0453",".09219","19.2438","14.63194","13.50147","23.4007","16.60291","40.91913","59.84797","33.2",
"경기도","25-29세","경력단절여성 전체","인원","명","49983.283","47621.411","48000.765","46733.913","41398.933","30688.073","31186.809","32959.549","28849.656","22366.2","22978.248",
"경기도","25-29세","경력단절여성 전체","비율","%","2.59576","2.36757","2.42427","100","100","100","100","100","100","100","100",
"경기도","25-29세","결혼준비","인원","명","20197.331","20289.507","20000.088","17268.64","15406.14","11631.385","9689.047","11434.543","8368.419","5094.19","7572.009",
"경기도","25-29세","결혼준비","비율","%","1.0489","1.00873","1.0101","36.95098","37.21386","37.90197","31.06777","34.69266","29.007","22.77629","33",
"경기도","25-29세","임신, 출산","인원","명","14898.433","15870.625","15310.261","15734.576","12275.373","11492.145","13118.329","11150.574","9978.216","9596.964","8444.47",
"경기도","25-29세","임신, 출산","비율","%",".77371",".78903",".77324","33.66843","29.65142","37.44825","42.06371","33.83109","34.58695","42.90833","36.7",
"경기도","25-29세","자녀교육(초등학생)","인원","명","499.212","682.925","150.853","181.014","71.79","42.805","0","340.169","0","195.312","536.142",
"경기도","25-29세","자녀교육(초등학생)","비율","%",".02593",".03395",".00762",".38733",".17341",".13948","0","1.03208","0",".87325","2.3",
"경기도","25-29세","가족돌봄","인원","명","","","","572.247","75.214","338.897","115.232","326.474","529.288","76.328","0",
"경기도","25-29세","가족돌봄","비율","%","","","","1.22448",".18168","1.10433",".36949",".99053","1.83464",".34126","0",
"경기도","25-29세","육아","인원","명","14388.307","10778.354","12539.563","12977.436","13570.416","7182.841","8264.201","9707.789","9973.733","7403.406","6425.627",
"경기도","25-29세","육아","비율","%",".74722",".53586",".63331","27.76878","32.77963","23.40597","26.49903","29.45365","34.57141","33.10087","28",
"경기도","30-34세","경력단절여성 전체","인원","명","154641.363","161245.003","153003.152","154538.795","142527.026","133908.101","107193.005","94802.921","102688.757","63810.825","62369.917",
"경기도","30-34세","경력단절여성 전체","비율","%","8.03091","8.01655","7.72739","100","100","100","100","100","100","100","100",
"경기도","30-34세","결혼준비","인원","명","59968.601","58269.498","57861.518","53432.269","44677.283","44036.142","33770.82","28272.992","27456.784","15408.314","15039.942",
"경기도","30-34세","결혼준비","비율","%","3.11432","2.89696","2.92228","34.57531","31.34653","32.88535","31.50469","29.82291","26.73787","24.14687","24.1",
"경기도","30-34세","임신, 출산","인원","명","38357.411","51515.755","45854.46","47550.163","47012.582","50562.753","35765.345","29867.171","32167.182","16089.945","17705.775",
"경기도","30-34세","임신, 출산","비율","%","1.992","2.56119","2.31587","30.76908","32.98503","37.75929","33.36537","31.50448","31.32493","25.21507","28.4",
"경기도","30-34세","자녀교육(초등학생)","인원","명","1824.413","2497.995","1466.47","1253.851","1699.065","2160.519","1522.126","1118.962","1365.974","1354.477","666.674",
"경기도","30-34세","자녀교육(초등학생)","비율","%",".09475",".12419",".07406",".81135","1.1921","1.61343","1.41999","1.1803","1.33021","2.12264","1.1",
"경기도","30-34세","가족돌봄","인원","명","","","","2108.935","1379.42","778.236","1280.099","688.528","922.916","641.849","0",
"경기도","30-34세","가족돌봄","비율","%","","","","1.36466",".96783",".58117","1.1942",".72627",".89875","1.00586","0",
"경기도","30-34세","육아","인원","명","54490.938","48961.755","47820.704","50193.577","47758.676","36370.451","34854.615","34855.268","40775.901","30316.24","28957.526",
"경기도","30-34세","육아","비율","%","2.82985","2.43421","2.41517","32.4796","33.50851","27.16075","32.51576","36.76603","39.70824","47.50956","46.4",
"경기도","35-39세","경력단절여성 전체","인원","명","180854.364","173576.141","160861.228","169447.071","181119.03","146301.458","156739.837","157491.811","145050.414","130029.536","135547.008",
"경기도","35-39세","경력단절여성 전체","비율","%","9.39221","8.62962","8.12426","100","100","100","100","100","100","100","100",
"경기도","35-39세","결혼준비","인원","명","70551.357","65530.91","60557.427","54332.665","55734.583","44531.69","44096.673","48447.909","40511.81","29505.826","29351.779",
"경기도","35-39세","결혼준비","비율","%","3.66391","3.25797","3.05844","32.06468","30.77235","30.43831","28.13367","30.76218","27.92947","22.69163","21.7",
"경기도","35-39세","임신, 출산","인원","명","41229.472","48768.58","37613.697","45296.513","51417.735","45341.059","50517.115","44510.042","38134.724","27348.326","35695.891",
"경기도","35-39세","임신, 출산","비율","%","2.14115","2.42461","1.89967","26.73195","28.38892","30.99153","32.22991","28.26181","26.29067","21.0324","26.3",
"경기도","35-39세","자녀교육(초등학생)","인원","명","11304.168","9823.367","7430.397","6599.569","6277.435","6878.45","3668.736","2977.883","3830.725","4797.548","3687.592",
"경기도","35-39세","자녀교육(초등학생)","비율","%",".58705",".48838",".37527","3.89477","3.46592","4.70156","2.34065","1.89082","2.64096","3.68958","2.7",
"경기도","35-39세","가족돌봄","인원","명","","","","2411.647","3449.259","1848.583","2270.67","1897.949","1363.357","2110.804","418.429",
"경기도","35-39세","가족돌봄","비율","%","","","","1.42325","1.90442","1.26354","1.44869","1.20511",".93992","1.62333",".3",
"경기도","35-39세","육아","인원","명","57769.367","49453.284","55259.707","60806.677","64240.018","47701.676","56186.643","59658.028","61209.798","66267.032","66393.317",
"경기도","35-39세","육아","비율","%","3.00011","2.45865","2.79088","35.88535","35.4684","32.60506","35.84707","37.88008","42.19898","50.96306","49",
"경기도","40-44세","경력단절여성 전체","인원","명","87743.577","111995.133","124336.024","132186.494","113748.453","116900.175","113974.706","132628.933","121600.797","112983.654","126786.191",
"경기도","40-44세","경력단절여성 전체","비율","%","4.55674","5.56802","6.27956","100","100","100","100","100","100","100","100",
"경기도","40-44세","결혼준비","인원","명","40213.769","53247.952","59182.067","49139.507","40772.065","37752.303","38316.17","44012.943","37112.883","27789.388","29230.515",
"경기도","40-44세","결혼준비","비율","%","2.0884","2.64731","2.98898","37.17438","35.84406","32.29448","33.61813","33.18502","30.52026","24.59594","23.1",
"경기도","40-44세","임신, 출산","인원","명","16595.442","25034.968","23372.725","23426.868","23880.748","30690.992","25780.772","30040.193","25789.769","19367.38","27476.418",
"경기도","40-44세","임신, 출산","비율","%",".86184","1.24465","1.18043","17.72259","20.99435","26.25402","22.61973","22.6498","21.20855","17.14175","21.7",
"경기도","40-44세","자녀교육(초등학생)","인원","명","8377.397","6385.322","8474.932","12067.754","8609.805","9137.499","7642.797","7710.786","7208.942","6419.362","7251.057",
"경기도","40-44세","자녀교육(초등학생)","비율","%",".43506",".31746",".42802","9.12934","7.56916","7.8165","6.7057","5.8138","5.92837","5.68167","5.7",
"경기도","40-44세","가족돌봄","인원","명","","","","7977.471","4175.434","6216.136","4929.659","3899.371","4237.464","4988.718","442.389",
"경기도","40-44세","가족돌봄","비율","%","","","","6.03501","3.67076","5.31747","4.32522","2.94006","3.48473","4.41543",".3",
"경기도","40-44세","육아","인원","명","22556.969","27326.891","33306.3","39574.894","36310.401","33103.245","37305.308","46965.64","47251.739","54418.806","62385.812",
"경기도","40-44세","육아","비율","%","1.17144","1.3586","1.68213","29.93868","31.92167","28.31753","32.73122","35.41131","38.85808","48.1652","49.2",
"경기도","45-49세","경력단절여성 전체","인원","명","51396.465","55092.307","59273.875","64476.991","59690.482","61467.409","59267.592","74235.485","77909.179","72778.428","66072.86",
"경기도","45-49세","경력단절여성 전체","비율","%","2.66915","2.739","2.99361","100","100","100","100","100","100","100","100",
"경기도","45-49세","결혼준비","인원","명","31408.535","31567.186","38782.938","32587.392","29628.711","27839.69","22530.4","32324.521","31155.1","26780.525","21317.185",
"경기도","45-49세","결혼준비","비율","%","1.63112","1.56941","1.95872","50.54112","49.63725","45.29179","38.0147","43.54322","39.989","36.79734","32.3",
"경기도","45-49세","임신, 출산","인원","명","6314.232","8546.168","8202.582","7092.399","10328.65","11664.423","12651.854","14084.042","14044.215","12501.297","11537.118",
"경기도","45-49세","임신, 출산","비율","%",".32791",".42489",".41427","10.99989","17.30368","18.9766","21.347","18.97212","18.02639","17.1772","17.5",
"경기도","45-49세","자녀교육(초등학생)","인원","명","4403.906","4638.133","4273.572","4410.054","2692.156","5523.56","4233.289","3405.151","5700.738","4296.806","3936.129",
"경기도","45-49세","자녀교육(초등학생)","비율","%",".22871",".23059",".21584","6.83973","4.51019","8.98616","7.14267","4.58696","7.31716","5.90396","6",
"경기도","45-49세","가족돌봄","인원","명","","","","10819.039","5132.963","4436.67","5046.032","4687.59","5320.041","4621.501","2777.144",
"경기도","45-49세","가족돌봄","비율","%","","","","16.77969","8.5993","7.21792","8.51398","6.31449","6.82852","6.3501","4.2",
"경기도","45-49세","육아","인원","명","9269.792","10340.82","8014.783","9568.107","11908.002","12003.066","14806.017","19734.181","21689.085","24578.299","26505.284",
"경기도","45-49세","육아","비율","%",".4814",".51411",".40478","14.83957","19.94958","19.52753","24.98164","26.58322","27.83893","33.77141","40.1",
"경기도","50-54세","경력단절여성 전체","인원","명","36636.06","40056.91","32373.326","53338.995","46297.063","36062.348","37923.826","47638.472","39385.337","42226.894","38900.677",
"경기도","50-54세","경력단절여성 전체","비율","%","1.9026","1.99149","1.63501","100","100","100","100","100","100","100","100",
"경기도","50-54세","결혼준비","인원","명","22708.106","31409.671","25961.253","21297.731","20418.722","18863.989","19165.796","21326.697","18306.776","15123.796","15323.654",
"경기도","50-54세","결혼준비","비율","%","1.17929","1.56158","1.31117","39.92901","44.10371","52.30938","50.53761","44.7678","46.4812","35.81555","39.4",
"경기도","50-54세","임신, 출산","인원","명","4686.283","2913.329","2165.822","4815.902","5021.106","3821.049","4131.664","5885.477","4312.108","3952.121","6654.662",
"경기도","50-54세","임신, 출산","비율","%",".24337",".14484",".10938","9.02886","10.84541","10.59567","10.89464","12.35446","10.94851","9.35925","17.1",
"경기도","50-54세","자녀교육(초등학생)","인원","명","1958.455","1279.082","1614.456","3637.203","2926.602","1067.818","1673.78","1655.304","2442.688","1690.841","3062.057",
"경기도","50-54세","자녀교육(초등학생)","비율","%",".10171",".06359",".08154","6.81903","6.32136","2.96103","4.41353","3.47472","6.20202","4.00418","7.9",
"경기도","50-54세","가족돌봄","인원","명","","","","17101.871","10927.184","5763.899","5756.444","7475.105","6984.204","9357.978","2278.08",
"경기도","50-54세","가족돌봄","비율","%","","","","32.0626","23.60233","15.98315","15.17896","15.69132","17.73301","22.16118","5.9",
"경기도","50-54세","육아","인원","명","7283.216","4454.828","2631.795","6486.288","7003.449","6545.593","7196.142","11295.889","7339.561","12102.158","11582.224",
"경기도","50-54세","육아","비율","%",".37824",".22148",".13292","12.1605","15.1272","18.15077","18.97525","23.71169","18.63526","28.65983","29.8",
"경기도","초졸이하","경력단절여성 전체","인원","명","5695.488","7474.397","2482.065","3091.115","4644.322","2560.512","2241.684","1843.252","1512.285","2181.943","958.698",
"경기도","초졸이하","경력단절여성 전체","비율","%",".29578",".3716",".12536","100","100","100","100","100","100","100","100",
"경기도","초졸이하","결혼준비","인원","명","3532.015","4508.013","1641.293","1394.67","1728.271","939.689","1050.102","655.61","509.673","653.9","194.062",
"경기도","초졸이하","결혼준비","비율","%",".18343",".22412",".08289","45.11867","37.21256","36.69926","46.84434","35.56812","33.70218","29.9687","20.2",
"경기도","초졸이하","임신, 출산","인원","명","285.696","648.039","104.306","0","1033.834","240.439","182.643","406.251","161.992","293.846","327.635",
"경기도","초졸이하","임신, 출산","비율","%",".01484",".03222",".00527","0","22.26017","9.39027","8.14758","22.03991","10.71174","13.46717","34.2",
"경기도","초졸이하","자녀교육(초등학생)","인원","명","208.969","58.073","47.722","133.725","0","101.2","0","0","212.655","228.92","166.023",
"경기도","초졸이하","자녀교육(초등학생)","비율","%",".01085",".00289",".00241","4.32611","0","3.95233","0","0","14.06183","10.49157","17.3",
"경기도","초졸이하","가족돌봄","인원","명","","","","1475.573","1113.479","393.44","857.713","57.311","627.965","167.384","78.883",
"경기도","초졸이하","가족돌봄","비율","%","","","","47.73595","23.97506","15.36568","38.26199","3.10923","41.52425","7.67133","8.2",
"경기도","초졸이하","육아","인원","명","1668.808","2260.272","688.744","87.147","768.738","885.744","151.226","724.08","0","837.893","192.095",
"경기도","초졸이하","육아","비율","%",".08667",".11237",".03478","2.81927","16.55221","34.59246","6.74609","39.28275","0","38.40123","20",
"경기도","중졸","경력단절여성 전체","인원","명","11257.323","11967.604","11023.51","13738.511","12587.064","9907.155","9938.606","9804.331","10744.733","8402.989","5637.658",
"경기도","중졸","경력단절여성 전체","비율","%",".58462",".59499",".55674","100","100","100","100","100","100","100","100",
"경기도","중졸","결혼준비","인원","명","5683.996","7009.642","7195.915","6367.483","4220.744","3058.283","3289.277","2894.991","3475.176","2972.564","1330.859",
"경기도","중졸","결혼준비","비율","%",".29518",".3485",".36343","46.34769","33.53239","30.86944","33.09596","29.52768","32.34307","35.37508","23.6",
"경기도","중졸","임신, 출산","인원","명","2018.319","2576.72","1733.875","961.2","2664.458","2765.117","2772.814","3356.946","2522.421","1182.655","1415.34",
"경기도","중졸","임신, 출산","비율","%",".10482",".12811",".08757","6.99639","21.16822","27.9103","27.89943","34.23942","23.47588","14.07422","25.1",
"경기도","중졸","자녀교육(초등학생)","인원","명","52.003","598.029","354.913","656.016","211.144","450.644","215.016","34.552","332.226","960.363","169.086",
"경기도","중졸","자녀교육(초등학생)","비율","%",".0027",".02973",".01792","4.77502","1.67747","4.54867","2.16344",".35242","3.09199","11.42883","3",
"경기도","중졸","가족돌봄","인원","명","","","","3977.985","3803.61","1025.113","892.82","1118.031","1074.407","1345.423","243.583",
"경기도","중졸","가족돌봄","비율","%","","","","28.95499","30.21841","10.3472","8.98335","11.40344","9.99938","16.01124","4.3",
"경기도","중졸","육아","인원","명","3503.005","1783.213","1738.807","1775.827","1687.108","2607.998","2768.679","2399.811","3340.503","1941.984","2478.79",
"경기도","중졸","육아","비율","%",".18192",".08866",".08782","12.92591","13.40351","26.32439","27.85782","24.47705","31.08968","23.11063","44",
"경기도","고졸","경력단절여성 전체","인원","명","239298.539","247163.68","239948.494","247812.604","222557.724","187843.029","178736.771","185570.79","173740.187","142871.363","146801.2",
"경기도","고졸","경력단절여성 전체","비율","%","12.42736","12.28814","12.11855","100","100","100","100","100","100","100","100",
"경기도","고졸","결혼준비","인원","명","117307.057","123814.732","126940.502","97720.399","89786.668","73643.955","65523.972","70578.914","64623.434","44453.058","48106.792",
"경기도","고졸","결혼준비","비율","%","6.09204","6.15565","6.4111","39.43318","40.34309","39.20505","36.65948","38.03342","37.19544","31.11404","32.8",
"경기도","고졸","임신, 출산","인원","명","43626.185","59628.955","48402.117","53183.142","51852.83","49125.468","48996.747","41933.678","36676.341","27108.591","35486.498",
"경기도","고졸","임신, 출산","비율","%","2.26562","2.96455","2.44454","21.46103","23.2986","26.1524","27.4128","22.59713","21.10988","18.97412","24.2",
"경기도","고졸","자녀교육(초등학생)","인원","명","14295.888","12524.323","10458.551","13416.875","9909.11","10519.362","8100.871","7808.817","8442.293","6385.734","7538.23",
"경기도","고졸","자녀교육(초등학생)","비율","%",".74242",".62267",".52821","5.41412","4.45238","5.60008","4.53229","4.208","4.85915","4.46957","5.1",
"경기도","고졸","가족돌봄","인원","명","","","","22450.096","13298.093","11873.794","9545.131","11601.563","9681.937","8794.43","2340.988",
"경기도","고졸","가족돌봄","비율","%","","","","9.0593","5.97512","6.32113","5.34033","6.25183","5.57265","6.15549","1.6",
"경기도","고졸","육아","인원","명","64069.409","51195.67","54147.324","61042.092","57711.023","42680.45","46570.05","53647.818","54316.182","56129.55","53328.692",
"경기도","고졸","육아","비율","%","3.32728","2.54527","2.7347","24.63236","25.93081","22.72134","26.0551","28.90962","31.26288","39.28677","36.3",
"경기도","대졸이상","경력단절여성 전체","인원","명","311300.928","328317.338","329722.308","361974.713","349031.132","328843.545","319578.729","347157.007","333252.157","292626.691","301064.077",
"경기도","대졸이상","경력단절여성 전체","비율","%","16.16663","16.32282","16.65255","100","100","100","100","100","100","100","100",
"경기도","대졸이상","결혼준비","인원","명","121395.701","128101.574","128602.313","125092.614","112212.712","108473.399","99530.645","112910.159","94629.344","71622.517","68629.806",
"경기도","대졸이상","결혼준비","비율","%","6.30438","6.36877","6.49503","34.55838","32.14977","32.98632","31.14433","32.52423","28.39572","24.47573","22.8",
"경기도","대졸이상","임신, 출산","인원","명","77007.292","90960.394","83747.151","92015.44","96354.03","102956.458","91412.627","92472.007","86964.131","61028.79","71076.449",
"경기도","대졸이상","임신, 출산","비율","%","3.99918","4.52224","4.22963","25.42041","27.60614","31.30864","28.6041","26.63694","26.09559","20.85551","23.6",
"경기도","대졸이상","자녀교육(초등학생)","인원","명","13810.691","12267.426","12549.494","13942.829","12156.599","13739.445","10424.841","9364.886","11561.893","11179.329","11266.312",
"경기도","대졸이상","자녀교육(초등학생)","비율","%",".71722",".60989",".63381","3.85188","3.48296","4.17811","3.26206","2.69759","3.46941","3.82034","3.7",
"경기도","대졸이상","가족돌봄","인원","명","","","","13087.556","7042.211","6090.074","8102.472","6198.112","7972.961","11489.941","3252.588",
"경기도","대졸이상","가족돌봄","비율","%","","","","3.6156","2.01765","1.85197","2.53536","1.78539","2.39247","3.92648","1.1",
"경기도","대졸이상","육아","인원","명","99087.244","96987.944","104823.35","117836.274","121265.58","97584.169","110108.144","126211.843","132123.828","137306.114","146838.922",
"경기도","대졸이상","육아","비율","%","5.14585","4.82191","5.29408","32.55373","34.74349","29.67495","34.45415","36.35584","39.6468","46.92194","48.8",
"강원도","전체","경력단절여성 전체","인원","명","45804.101","53747.906","47070.235","54945.469","49250.443","44662.364","40820.32","47057.654","42245.746","38318.133","34633.893",
"강원도","전체","경력단절여성 전체","비율","%","2.37872","2.67216","2.37727","100","100","100","100","100","100","100","100",
"강원도","전체","결혼준비","인원","명","25430.259","26605.898","22767.707","24859.923","22656.483","18427.483","15379.314","19779.383","15466.105","11312.31","10578.375",
"강원도","전체","결혼준비","비율","%","1.32066","1.32275","1.14988","45.24472","46.0026","41.25953","37.67563","42.03223","36.60985","29.52208","30.5",
"강원도","전체","임신, 출산","인원","명","6847.33","13608.173","8695.008","10095.937","9801.686","10301.127","9678.371","10587.94","11791.081","10174.876","7543.149",
"강원도","전체","임신, 출산","비율","%",".3556",".67655",".43914","18.37447","19.90172","23.06445","23.70969","22.49993","27.91069","26.55368","21.8",
"강원도","전체","자녀교육(초등학생)","인원","명","1702.172","2786.006","2176.269","2157.377","2435.167","2126.202","2692.822","2958.866","2170.757","1438.999","2023.144",
"강원도","전체","자녀교육(초등학생)","비율","%",".0884",".13851",".10991","3.9264","4.94446","4.76061","6.59677","6.28775","5.1384","3.7554","5.8",
"강원도","전체","가족돌봄","인원","명","","","","4706.067","2660.142","1623.937","1460.643","2865.485","2566.615","2071.091","3426.996",
"강원도","전체","가족돌봄","비율","%","","","","8.56498","5.40125","3.63603","3.57823","6.08931","6.07544","5.40499","9.9",
"강원도","전체","육아","인원","명","11824.34","10747.829","13431.251","13126.165","11696.965","12183.615","11609.17","10865.98","10251.188","13320.857","11062.229",
"강원도","전체","육아","비율","%",".61407",".53435",".67834","23.88944","23.74997","27.27938","28.43968","23.09078","24.26561","34.76385","31.9",
"강원도","15-19세","경력단절여성 전체","인원","명","","13.897","18.846","49.797","","","28.2","","19.598","0","",
"강원도","15-19세","경력단절여성 전체","비율","%","",".00069",".00095","100","","","100","","100","","",
"강원도","15-19세","결혼준비","인원","명","","0","18.846","0","","","0","","0","0","",
"강원도","15-19세","결혼준비","비율","%","","0",".00095","0","","","0","","0","","",
"강원도","15-19세","임신, 출산","인원","명","","13.897","0","49.797","","","0","","19.598","0","",
"강원도","15-19세","임신, 출산","비율","%","",".00069","0","100","","","0","","100","","",
"강원도","15-19세","자녀교육(초등학생)","인원","명","","0","0","0","","","0","","0","0","",
"강원도","15-19세","자녀교육(초등학생)","비율","%","","0","0","0","","","0","","0","","",
"강원도","15-19세","가족돌봄","인원","명","","","","0","","","0","","0","0","",
"강원도","15-19세","가족돌봄","비율","%","","","","0","","","0","","0","","",
"강원도","15-19세","육아","인원","명","","0","0","0","","","28.2","","0","0","",
"강원도","15-19세","육아","비율","%","","0","0","0","","","100","","0","","",
"강원도","20-24세","경력단절여성 전체","인원","명","1025.112","433.941","271.003","682.482","418.319","864.994","787.86","888.89","1013.31","541.353","226.203",
"강원도","20-24세","경력단절여성 전체","비율","%",".05324",".02157",".01369","100","100","100","100","100","100","100","100",
"강원도","20-24세","결혼준비","인원","명","581.395","285.239","167.141","264.815","215.992","393.205","319.337","321.447","380.541","229.657","79.216",
"강원도","20-24세","결혼준비","비율","%",".03019",".01418",".00844","38.80176","51.63332","45.45754","40.5322","36.16274","37.55425","42.42278","35",
"강원도","20-24세","임신, 출산","인원","명","396.643","54.814","51.027","202.155","146.011","418.597","293.176","365.604","360.959","141.937","114.365",
"강원도","20-24세","임신, 출산","비율","%",".0206",".00273",".00258","29.62056","34.90422","48.39305","37.21169","41.1304","35.62177","26.21894","50.6",
"강원도","20-24세","자녀교육(초등학생)","인원","명","0","0","0","0","0","0","0","0","0","0","0",
"강원도","20-24세","자녀교육(초등학생)","비율","%","0","0","0","0","0","0","0","0","0","0","0",
"강원도","20-24세","가족돌봄","인원","명","","","","0","0","0","0","0","0","0","0",
"강원도","20-24세","가족돌봄","비율","%","","","","0","0","0","0","0","0","0","0",
"강원도","20-24세","육아","인원","명","47.074","93.888","52.835","215.512","56.316","53.192","175.347","201.839","271.81","169.759","32.622",
"강원도","20-24세","육아","비율","%",".00244",".00467",".00267","31.57768","13.46245","6.14941","22.25611","22.70686","26.82397","31.35828","14.4",
"강원도","25-29세","경력단절여성 전체","인원","명","5097.412","6758.614","6117.622","4984.77","4864.543","4011.365","3316.071","4668.795","5237.264","4332.208","4168.331",
"강원도","25-29세","경력단절여성 전체","비율","%",".26472",".33602",".30897","100","100","100","100","100","100","100","100",
"강원도","25-29세","결혼준비","인원","명","2671.598","3543.314","2390.81","2392.803","2281.908","2099.471","1236.761","2705.043","2709.339","1739.098","1674.354",
"강원도","25-29세","결혼준비","비율","%",".13874",".17616",".12075","48.00227","46.90899","52.33807","37.29597","57.93878","51.73195","40.14346","40.2",
"강원도","25-29세","임신, 출산","인원","명","1168.058","2386.3","1672.44","1364.441","1148.511","1299.612","948.521","1242.235","1510.239","1465.332","1218.783",
"강원도","25-29세","임신, 출산","비율","%",".06066",".11864",".08447","27.3722","23.60984","32.39825","28.60376","26.60719","28.83641","33.82414","29.2",
"강원도","25-29세","자녀교육(초등학생)","인원","명","29.414","87.931","0","0","0","0","0","0","0","0","0",
"강원도","25-29세","자녀교육(초등학생)","비율","%",".00153",".00437","0","0","0","0","0","0","0","0","0",
"강원도","25-29세","가족돌봄","인원","명","","","","0","13.042","0","78.815","17.44","103.231","0","223.487",
"강원도","25-29세","가족돌봄","비율","%","","","","0",".2681","0","2.37676",".37354","1.97109","0","5.4",
"강원도","25-29세","육아","인원","명","1228.342","741.069","2054.372","1227.526","1421.082","612.282","1051.974","704.077","914.455","1127.778","1051.707",
"강원도","25-29세","육아","비율","%",".06379",".03684",".10376","24.62553","29.21306","15.26368","31.72351","15.08049","17.46055","26.03241","25.2",
"강원도","30-34세","경력단절여성 전체","인원","명","13842.22","13432.987","13788.1","13406.234","12010.512","10689.457","9986.537","11257.021","9596.944","8480.275","7187.466",
"강원도","30-34세","경력단절여성 전체","비율","%",".71886",".66784",".69636","100","100","100","100","100","100","100","100",
"강원도","30-34세","결혼준비","인원","명","6862.211","5701.755","6449.086","6216.38","4913.075","3939.169","3310.817","5144.386","3339.414","1930.904","2108.244",
"강원도","30-34세","결혼준비","비율","%",".35637",".28347",".32571","46.36932","40.90646","36.85097","33.1528","45.69936","34.79664","22.76936","29.3",
