"성별","산업별","직업별","항목","단위","2013. 1/2","2013. 2/2","2014. 1/2","2014. 2/2","2015. 1/2","2015. 2/2","2016. 1/2","2016. 2/2","2017. 1/2","2017. 2/2","2018. 1/2","2018. 2/2","2019. 1/2","2019. 2/2","2020. 1/2","2020. 2/2","2021. 1/2",
"남자","계","7. 기능원 및 관련 기능 종사자","취업자 (천명)","","1946.7","1999.3","1998.1","2051.2","2057.1","2118.3","2094.6","2067.4","2064.2","2027.6","2002.4","2081.3","2079.5","2090.4","1995.4","2111","2092",
"남자","계","8. 장치,기계조작 및 조립종사자","취업자 (천명)","","2685.4","2635.7","2694.5","2708.2","2786","2811.4","2809.6","2816","2772.9","2771.6","2779.2","2671.2","2647.2","2656.9","2654.7","2580.4","2608.2",
"남자","계","9. 단순노무 종사자","취업자 (천명)","","1547.7","1553","1581.7","1613.7","1715.9","1669.7","1657","1715.7","1751.1","1804.4","1761.5","1808.2","1766.8","1821.9","1781.2","1995.3","2023.7",
"남자","A. 농업, 임업 및 어업","계","취업자 (천명)","","896.7","952.3","876.1","893.3","818.6","820.8","786.4","806.8","800.4","830.4","817.1","850","840.7","896","885.3","936.8","893.4",
"남자","A. 농업, 임업 및 어업","1. 관리자","취업자 (천명)","",".4",".7",".7",".7",".1",".2",".1",".1",".2",".1",".2",".3","0",".3",".5",".8",".1",
"남자","A. 농업, 임업 및 어업","1. 관리자","C.V.","","","","","","","","","","","","*","*","*","*","*","*","*",
"남자","A. 농업, 임업 및 어업","2. 전문가 및 관련 종사자","취업자 (천명)","","4.3","4.2","4.1","5.1","3.5","3.5","4.3","4.1","4","3.6","4.4","4.1","2.8","5.1","2.8","4.1","2.7",
"남자","A. 농업, 임업 및 어업","3. 사무 종사자","취업자 (천명)","","6.6","7.9","5.9","5.3","5.1","4.1","4.5","3.9","3.2","3.5","5","5.5","6","7.1","5.8","4.8","5.1",
"남자","A. 농업, 임업 및 어업","4. 서비스 종사자","취업자 (천명)","",".2",".2","0",".2",".1","0","0",".1","0","","",".2",".1",".2",".2",".1","",
"남자","A. 농업, 임업 및 어업","4. 서비스 종사자","C.V.","","","","","","","","","","","","","*","*","*","*","*","",
"남자","A. 농업, 임업 및 어업","5. 판매 종사자","취업자 (천명)","",".9","1.4",".5",".6",".6",".5",".2",".2",".2",".6",".7",".2",".2",".7",".4","1.4",".8",
"남자","A. 농업, 임업 및 어업","5. 판매 종사자","C.V.","","","","","","","","","","","","*","*","*","*","*","*","*",
"남자","A. 농업, 임업 및 어업","6. 농림어업 숙련? 종사자","취업자 (천명)","","851.2","901.5","833.8","845","775.2","778.6","747.3","772.7","769.6","792.5","773.9","809.8","804.8","849.6","847","891.3","858.9",
"남자","A. 농업, 임업 및 어업","7. 기능원 및 관련 기능 종사자","취업자 (천명)","",".7",".4",".6",".7","1.1",".6",".3",".6",".3",".1",".5",".2",".2",".1",".2",".3",".3",
"남자","A. 농업, 임업 및 어업","7. 기능원 및 관련 기능 종사자","C.V.","","","","","","","","","","","","*","*","*","*","*","*","*",
"남자","A. 농업, 임업 및 어업","8. 장치,기계조작 및 조립종사자","취업자 (천명)","","4.5","5","3.5","3.9","2.8","3.8","2.2","3","2.5","2.9","3.3","3.1","1.6","2.8","2.9","2.5","1.8",
"남자","A. 농업, 임업 및 어업","8. 장치,기계조작 및 조립종사자","C.V.","","","","","","","","","","","","","","","","","","*",
"남자","A. 농업, 임업 및 어업","9. 단순노무 종사자","취업자 (천명)","","27.7","31.1","27","31.7","30.1","29.5","27.5","22","20.4","27.1","29.2","26.7","25.1","30.1","25.5","31.7","23.8",
"남자","B. 광업","계","취업자 (천명)","","14.5","13.3","12.7","6.2","11.4","13","16.3","18","18.3","18.2","18.4","13.5","13.4","12.1","12.2","8.4","10.6",
"남자","B. 광업","1. 관리자","취업자 (천명)","",".3","0",".4",".1","1.8",".6",".5","1.5","1.2",".7",".4",".8",".7",".9","1.1",".1",".2",
"남자","B. 광업","1. 관리자","C.V.","","","","","","","","","","","","*","*","*","*","*","*","*",
"남자","B. 광업","2. 전문가 및 관련 종사자","취업자 (천명)","",".4","1.7","1.3",".1",".1",".8","1.6",".7",".6","1.5","1.2","1.2",".3",".1",".2",".2",".2",
"남자","B. 광업","2. 전문가 및 관련 종사자","C.V.","","","","","","","","","","","","*","*","*","*","*","*","*",
"남자","B. 광업","3. 사무 종사자","취업자 (천명)","","1.8","2.2","1.7",".6",".8","1.4","1.8","1.6","2","2.7","2.5","2.1","1.2",".6","1.5","1.3","1.6",
"남자","B. 광업","3. 사무 종사자","C.V.","","","","","","","","","","","","*","*","*","*","*","*","*",
"남자","B. 광업","4. 서비스 종사자","취업자 (천명)","","0","0","0","0","0",".1",".1",".1",".1","0","0","",".1",".1",".1",".1",".1",
"남자","B. 광업","4. 서비스 종사자","C.V.","","","","","","","","","","","","*","","*","*","*","*","*",
"남자","B. 광업","5. 판매 종사자","취업자 (천명)","",".2",".6",".1",".1",".6",".3",".3",".2",".1",".1",".2",".4",".1",".2","0","0","0",
"남자","B. 광업","5. 판매 종사자","C.V.","","","","","","","","","","","","*","*","*","*","*","*","*",
"남자","B. 광업","6. 농림어업 숙련? 종사자","취업자 (천명)","","","0","0","0","","","","","","","","","","","","","",
"남자","B. 광업","7. 기능원 및 관련 기능 종사자","취업자 (천명)","","6.3","4.2","4.2","2.5","3","4.6","6.2","7.1","6.7","5.3","5.8","4.4","4.8","4.7","4.5","3.3","4.3",
"남자","B. 광업","8. 장치,기계조작 및 조립종사자","취업자 (천명)","","4.7","3.8","3.1","2.1","4.2","4.1","4.7","5.3","5.8","6.7","7","3.8","5.6","5.4","4.8","3.3","3.7",
"남자","B. 광업","9. 단순노무 종사자","취업자 (천명)","",".8",".9","1.8",".5",".7","1","1.1","1.6","1.7","1.1","1.3",".9",".5",".1",".1",".1",".5",
"남자","B. 광업","9. 단순노무 종사자","C.V.","","","","","","","","","","","","*","*","*","*","*","*","*",
"남자","C. 제조업","계","취업자 (천명)","","3031.1","3061.9","3115.9","3168.2","3263.1","3312.8","3300.2","3279.7","3205.4","3192.1","3183.5","3205.9","3141.4","3164.1","3148.4","3114","3117.9",
"남자","C. 제조업","1. 관리자","취업자 (천명)","","68.5","71.5","73.9","81.3","63.3","65.7","61.5","62.7","54.8","67.9","63.1","74","79.2","75.7","66.8","71.8","59.5",
"남자","C. 제조업","2. 전문가 및 관련 종사자","취업자 (천명)","","357.2","367.7","384.7","384.3","389.9","384.1","383.4","391.3","388.8","403","413.8","407.9","398.7","426.4","417.1","425.4","435",
"남자","C. 제조업","3. 사무 종사자","취업자 (천명)","","586.1","607","613.6","617.2","653","660.2","657.1","649.1","654.7","644","651.1","672.1","649.8","635.7","620.2","617","623.7",
"남자","C. 제조업","4. 서비스 종사자","취업자 (천명)","","1.9","2.1","1.8","3.4","2.6","2.3","1.3","2.5","2.8","2.7","2","4","3.3","4.4","3.6","3.4","3.9",
"남자","C. 제조업","4. 서비스 종사자","C.V.","","","","","","","","","","","","*","","*","","*","*","",
"남자","C. 제조업","5. 판매 종사자","취업자 (천명)","","86.9","83.5","77.3","78.9","82.8","87.3","91.4","89.2","88.4","82.9","85.8","87.3","86.1","94.2","97.3","87.5","80.1",
"남자","C. 제조업","6. 농림어업 숙련? 종사자","취업자 (천명)","",".5",".2",".5",".4",".5",".2",".1",".1",".1",".1",".1",".3",".6",".7",".6",".2",".4",
"남자","C. 제조업","6. 농림어업 숙련? 종사자","C.V.","","","","","","","","","","","","*","*","*","*","*","*","*",
"남자","C. 제조업","7. 기능원 및 관련 기능 종사자","취업자 (천명)","","605.4","621.9","635.5","636.5","641.3","670.3","658.3","625.1","589.4","555.6","542.5","554.3","558.6","567.5","559.8","563.9","574.6",
"남자","C. 제조업","8. 장치,기계조작 및 조립종사자","취업자 (천명)","","1216.2","1192.3","1216.6","1254","1298.6","1311.3","1317.9","1340.4","1310.7","1313.3","1319.8","1279.5","1252.6","1239.6","1258.5","1206.2","1202.6",
"남자","C. 제조업","9. 단순노무 종사자","취업자 (천명)","","108.5","115.7","112","112.3","131","131.4","129.2","119.3","115.7","122.7","105.1","126.6","112.4","119.9","124.5","138.5","138",
"남자","D. 전기, 가스, 증기 및 수도사업","계","취업자 (천명)","","63.8","65","57.6","60.3","66.8","68.7","62.9","59","59.7","59.7","62.7","56.1","59.7","57.9","53.6","61.5","51.9",
"남자","D. 전기, 가스, 증기 및 수도사업","1. 관리자","취업자 (천명)","","1.5","2.8","1.6","1.9","3.1","1.6","3.8","3.1","2.6","2.9","1.5","1.4","2.5","1.5","1.9","1.8","1.7",
"남자","D. 전기, 가스, 증기 및 수도사업","1. 관리자","C.V.","","","","","","","","","","","","*","*","*","*","*","*","*",
"남자","D. 전기, 가스, 증기 및 수도사업","2. 전문가 및 관련 종사자","취업자 (천명)","","19","18.2","15.1","16.4","19.3","20.3","18.2","16.9","15.6","11.8","13.2","10.8","12.5","13.2","10.7","13.7","10.9",
"남자","D. 전기, 가스, 증기 및 수도사업","3. 사무 종사자","취업자 (천명)","","19.5","20.8","19","16.2","15.7","17.3","15.2","14.5","14.2","15.6","15.7","14","13.8","14.8","13.8","15","13",
"남자","D. 전기, 가스, 증기 및 수도사업","4. 서비스 종사자","취업자 (천명)","",".5",".5",".2",".4",".8",".4",".4",".3",".3",".5","1.3","1","1.1","1",".9","1.2",".9",
"남자","D. 전기, 가스, 증기 및 수도사업","4. 서비스 종사자","C.V.","","","","","","","","","","","","*","*","*","*","*","*","*",
"남자","D. 전기, 가스, 증기 및 수도사업","5. 판매 종사자","취업자 (천명)","","0",".2",".1",".2",".2",".1",".1",".3",".1",".5",".5",".6",".5",".3",".3",".6",".2",
"남자","D. 전기, 가스, 증기 및 수도사업","5. 판매 종사자","C.V.","","","","","","","","","","","","*","*","*","*","*","*","*",
"남자","D. 전기, 가스, 증기 및 수도사업","6. 농림어업 숙련? 종사자","취업자 (천명)","","","0","0","0","0","0","","","",".1","0","","0","","","","",
"남자","D. 전기, 가스, 증기 및 수도사업","6. 농림어업 숙련? 종사자","C.V.","","","","","","","","","","","","*","","*","","","","",
"남자","D. 전기, 가스, 증기 및 수도사업","7. 기능원 및 관련 기능 종사자","취업자 (천명)","","9.8","9","8","10.5","9.7","11.3","11.3","9","10.2","10.8","11","11.7","10.9","10.1","9.6","12","9.6",
"남자","D. 전기, 가스, 증기 및 수도사업","8. 장치,기계조작 및 조립종사자","취업자 (천명)","","9.7","10.6","11.6","12.3","14.7","13.7","10.9","11.9","13.3","14.9","16.4","14.3","15.7","14.1","13.9","14.4","13.3",
"남자","D. 전기, 가스, 증기 및 수도사업","9. 단순노무 종사자","취업자 (천명)","","3.7","2.8","1.9","2.4","3.3","3.9","2.9","3","3.3","2.8","3.2","2.3","2.7","2.9","2.4","2.8","2.4",
"남자","E. 하수 · 폐기물 처리, 원료재생 및 환경복원업","계","취업자 (천명)","","70.1","83.3","90.5","86.8","85.6","85.6","99.6","100.9","97.2","89.8","102","115.6","107.8","116.7","128","129.1","139.1",
"남자","E. 하수 · 폐기물 처리, 원료재생 및 환경복원업","1. 관리자","취업자 (천명)","","1.3","2.7","2.9","3.2","2.3","2.3","3.3","3.1","1.7","2.3","3.4","5","4.1","2.8","2.8","2.6","1.2",
"남자","E. 하수 · 폐기물 처리, 원료재생 및 환경복원업","1. 관리자","C.V.","","","","","","","","","","","","*","*","*","*","*","*","*",
"남자","E. 하수 · 폐기물 처리, 원료재생 및 환경복원업","2. 전문가 및 관련 종사자","취업자 (천명)","","7.8","8.2","8","7.1","6.8","5.6","9","9.5","9.2","7.7","7","7.1","5.9","7","5.2","5.3","7.2",
"남자","E. 하수 · 폐기물 처리, 원료재생 및 환경복원업","3. 사무 종사자","취업자 (천명)","","11.5","13.5","14.3","13.7","14.1","14.2","17.6","21.6","20.5","16.2","17.7","20.2","20.6","20.8","21.6","20.4","24.3",
"남자","E. 하수 · 폐기물 처리, 원료재생 및 환경복원업","4. 서비스 종사자","취업자 (천명)","",".4",".2",".2",".4",".3",".7",".5",".8",".7",".1",".3",".2",".5",".7",".9",".9","1.3",
"남자","E. 하수 · 폐기물 처리, 원료재생 및 환경복원업","4. 서비스 종사자","C.V.","","","","","","","","","","","","*","*","*","*","*","*","*",
"남자","E. 하수 · 폐기물 처리, 원료재생 및 환경복원업","5. 판매 종사자","취업자 (천명)","",".3",".7",".7",".6",".9",".9","2.1","1.2","1.1","1.7","1.4","1.3",".9",".3","1.2","1.5",".6",
"남자","E. 하수 · 폐기물 처리, 원료재생 및 환경복원업","5. 판매 종사자","C.V.","","","","","","","","","","","","*","*","*","*","*","*","*",
"남자","E. 하수 · 폐기물 처리, 원료재생 및 환경복원업","6. 농림어업 숙련? 종사자","취업자 (천명)","",".3","","","","","","","","","",".3",".7",".4",".4",".3",".3",".4",
"남자","E. 하수 · 폐기물 처리, 원료재생 및 환경복원업","6. 농림어업 숙련? 종사자","C.V.","","","","","","","","","","","","*","*","*","*","*","*","*",
"남자","E. 하수 · 폐기물 처리, 원료재생 및 환경복원업","7. 기능원 및 관련 기능 종사자","취업자 (천명)","","3.1","2.9","4.6","4.5","4.2","5","5.2","2.8","3.2","4.3","4.3","3.5","4","4.6","6.8","6.2","6.8",
"남자","E. 하수 · 폐기물 처리, 원료재생 및 환경복원업","8. 장치,기계조작 및 조립종사자","취업자 (천명)","","33.2","40.6","43.4","44.8","40.7","43.6","47.2","48.7","47","41.5","45.8","51.5","46.5","52.4","60.4","59.5","64.3",
"남자","E. 하수 · 폐기물 처리, 원료재생 및 환경복원업","9. 단순노무 종사자","취업자 (천명)","","12.1","14.4","16.3","12.6","16.3","13.2","14.8","13.1","13.8","16","21.9","26.2","25","27.8","28.8","32.3","33",
"남자","F. 건설업","계","취업자 (천명)","","1663.3","1682.5","1654.7","1731.7","1711.4","1702.6","1679.4","1753.3","1812","1847.1","1809.9","1882.7","1798.5","1836.8","1725.7","1876","1862.6",
"남자","F. 건설업","1. 관리자","취업자 (천명)","","62.1","59.5","58.1","61.4","53","57.8","57.9","42.5","44.1","43.2","52.3","59.1","71.8","64.4","57.8","60.5","65.6",
"남자","F. 건설업","2. 전문가 및 관련 종사자","취업자 (천명)","","152.8","151","156.1","144.2","136.7","143.7","144.6","160.7","173","159.8","157.5","140.9","143","156.5","152.7","164.5","162.2",
"남자","F. 건설업","3. 사무 종사자","취업자 (천명)","","149.7","150.1","154.8","153.8","146.7","154.2","160.9","160.4","166.9","158.3","149.8","152.5","148.7","151.9","148.7","150.2","151.8",
"남자","F. 건설업","4. 서비스 종사자","취업자 (천명)","",".2",".3",".3",".4",".6",".4",".7",".2",".6",".4",".3",".8",".7","1.4",".7","1.2","1",
"남자","F. 건설업","4. 서비스 종사자","C.V.","","","","","","","","","","","","*","*","*","*","*","*","*",
"남자","F. 건설업","5. 판매 종사자","취업자 (천명)","","16.7","13.5","11.6","12.5","13.5","13","14.4","12.5","15.5","16.6","17.7","13.7","13.1","16.6","13.8","17.9","14.3",
"남자","F. 건설업","6. 농림어업 숙련? 종사자","취업자 (천명)","","6.5","4.7","4.7","4.9","2.4","2.2","3.4","3.4","3.3","3.3","4","2.3","3.2","2.2","3.3","2.2","1.9",
"남자","F. 건설업","6. 농림어업 숙련? 종사자","C.V.","","","","","","","","","","","","","*","*","*","*","*","*",
"남자","F. 건설업","7. 기능원 및 관련 기능 종사자","취업자 (천명)","","787.8","820.3","811.9","871.5","853.3","845","837.3","872.9","898.3","906.7","908.3","967.3","930.1","941.7","865.3","955","939.1",
"남자","F. 건설업","8. 장치,기계조작 및 조립종사자","취업자 (천명)","","171.2","167.6","182.1","174.4","179.6","189.4","184.7","180.8","189.1","182.5","179.3","182.4","172.8","174.6","178.9","182.2","179.6",
"남자","F. 건설업","9. 단순노무 종사자","취업자 (천명)","","316.3","315.5","275.2","308.5","325.5","297.1","275.6","319.9","321.2","376.3","340.8","363.6","315.1","327.5","304.7","342.4","347.1",
"남자","G. 도매 및 소매업","계","취업자 (천명)","","1980","2034.5","2117.7","2101.7","2039.3","1996.8","2009.2","2032","2037.9","2051.5","2015","2008.9","1982.5","1970.7","1914.6","1866.9","1818.8",
"남자","G. 도매 및 소매업","1. 관리자","취업자 (천명)","","30.7","31.3","28.5","27.8","22.1","25.1","20.4","16.8","22","18.7","23.8","25.5","27.1","28.6","31.3","27.1","26.9",
"남자","G. 도매 및 소매업","2. 전문가 및 관련 종사자","취업자 (천명)","","174.4","181.9","185.9","181.1","162.9","155.9","162","170.7","169.2","198.3","184.4","169.2","154.4","160.9","159.9","147.3","141.6",
"남자","G. 도매 및 소매업","3. 사무 종사자","취업자 (천명)","","246.4","270","288","283.3","294.8","277.8","277.1","275.6","292","275.5","280.8","283.4","272","274.8","258.9","267.8","265.7",
"남자","G. 도매 및 소매업","4. 서비스 종사자","취업자 (천명)","","3.9","3.6","4.5","5.4","3.6","7.3","3.6","4.4","6","6.6","4.9","4.2","6.1","6.6","4.1","2.6","3.3",
"남자","G. 도매 및 소매업","4. 서비스 종사자","C.V.","","","","","","","","","","","","","","","","","*","",
"남자","G. 도매 및 소매업","5. 판매 종사자","취업자 (천명)","","1154.2","1169.6","1206.7","1192.7","1139.7","1119.6","1132.6","1156","1128.5","1150.6","1122.7","1130.8","1139.6","1109.6","1075.4","1047.5","1017.6",
"남자","G. 도매 및 소매업","6. 농림어업 숙련? 종사자","취업자 (천명)","",".3",".3",".4",".5",".2",".3","0",".2","0",".6",".6",".8",".4",".3",".1",".1",".4",
"남자","G. 도매 및 소매업","6. 농림어업 숙련? 종사자","C.V.","","","","","","","","","","","","*","*","*","*","*","*","*",
"남자","G. 도매 및 소매업","7. 기능원 및 관련 기능 종사자","취업자 (천명)","","72.1","81.8","84.2","86.1","80.1","93.4","95.3","90.9","93.1","84.5","88.4","88.6","90.8","87.4","88.1","88.6","85.4",
"남자","G. 도매 및 소매업","8. 장치,기계조작 및 조립종사자","취업자 (천명)","","88","81.4","83.1","91.8","97.4","97.3","98.4","82.6","84.4","92.5","104.3","79.4","74.6","81.3","73.7","70","67.4",
"남자","G. 도매 및 소매업","9. 단순노무 종사자","취업자 (천명)","","209.9","214.6","236.5","233.1","238.4","220","219.8","234.8","242.7","224.1","204.9","227.1","217.4","221.3","223.1","215.8","210.7",
"남자","H. 운수업","계","취업자 (천명)","","1298","1293.3","1300.3","1279","1301.1","1279.9","1284.4","1270","1257.8","1260.3","1266.7","1264.8","1261.4","1262.6","1277.8","1272.8","1372.9",
"남자","H. 운수업","1. 관리자","취업자 (천명)","","15.7","14.1","11.8","11.7","12.2","10.3","11.7","11.7","8.7","11.3","11.1","12.8","9.2","8.7","10.2","9","9.6",
"남자","H. 운수업","2. 전문가 및 관련 종사자","취업자 (천명)","","27","27.1","28.6","28.7","24.8","28.1","29.8","27.4","24.5","27.1","31","31.1","31.1","30","29","31.2","35.7",
"남자","H. 운수업","3. 사무 종사자","취업자 (천명)","","136.2","141","133.4","145.6","144.1","139.3","140.5","131.6","140.5","142.7","146","153.3","151.3","148.1","149.1","142.1","152.2",
"남자","H. 운수업","4. 서비스 종사자","취업자 (천명)","","9.4","8.9","10.1","10.1","11.4","10.7","10.7","8.4","10.2","9.9","11.7","10.7","12.7","11.6","12.8","12.7","14",
"남자","H. 운수업","5. 판매 종사자","취업자 (천명)","","6.2","6.2","5.7","5.6","5.9","3.7","4.8","4","4.8","4.1","5.9","4.3","5.3","6.3","6.3","4.8","5.5",
"남자","H. 운수업","6. 농림어업 숙련? 종사자","취업자 (천명)","",".3",".4",".3",".3",".3",".5","","","",".1",".1",".1",".1","0","0","0","0",
"남자","H. 운수업","6. 농림어업 숙련? 종사자","C.V.","","","","","","","","","","","","*","*","*","*","*","*","*",
"남자","H. 운수업","7. 기능원 및 관련 기능 종사자","취업자 (천명)","","38.5","40.1","39.9","34.1","42.5","41.4","43","38.5","41.5","35.7","35","39.5","44","46.3","45.5","44.4","47.7",
"남자","H. 운수업","8. 장치,기계조작 및 조립종사자","취업자 (천명)","","910.8","894.1","907.4","877.2","884.6","877.6","875.3","873.3","853.7","850.1","838.8","810.4","810.5","807.9","788.6","766.9","808",
"남자","H. 운수업","9. 단순노무 종사자","취업자 (천명)","","154","161.4","163.2","165.6","175.4","168.5","168.7","175.2","173.8","179.3","187.2","202.5","197.1","203.7","236.4","261.8","300.2",
"남자","I. 숙박 및 음식점업","계","취업자 (천명)","","671.9","712.8","779","804.8","779.7","813.3","858.4","873.7","866","866.7","829.4","796.5","851.4","867.9","807.2","783.7","852.2",
"남자","I. 숙박 및 음식점업","1. 관리자","취업자 (천명)","","13.4","15.1","13.7","12.3","8.3","11.7","13.3","13.9","11.7","5.9","8.3","10","9.1","9.4","10.7","8.1","9.2",
"남자","I. 숙박 및 음식점업","2. 전문가 및 관련 종사자","취업자 (천명)","","7.9","7","7.1","5.3","6.7","7.9","9.2","11.4","6.1","6.9","5.7","5.3","7","7.4","5.8","5.9","4.9",
"남자","I. 숙박 및 음식점업","2. 전문가 및 관련 종사자","C.V.","","","","","","","","","","","","*","","","","","","",
"남자","I. 숙박 및 음식점업","3. 사무 종사자","취업자 (천명)","","20.1","20.1","22.4","19.2","21.5","26.5","26.7","29.1","25","28.6","25.1","22.2","20.1","22.8","20.8","19.5","19.2",
"남자","I. 숙박 및 음식점업","4. 서비스 종사자","취업자 (천명)","","430.9","467.7","513.3","535.9","506.9","517.1","535.8","558.7","551.2","551.8","535.7","524.1","564.2","573.6","540.4","533.5","590.5",
"남자","I. 숙박 및 음식점업","5. 판매 종사자","취업자 (천명)","","75.8","78.3","90.3","88.7","93.5","95.3","103","104.6","102.7","105.5","95.6","89.4","98.5","100.1","89.9","76.4","76.1",
"남자","I. 숙박 및 음식점업","6. 농림어업 숙련? 종사자","취업자 (천명)","",".1",".1",".1",".2",".2",".2",".1",".2",".6",".5",".2",".3",".4",".5",".5",".3",".3",
"남자","I. 숙박 및 음식점업","6. 농림어업 숙련? 종사자","C.V.","","","","","","","","","","","","*","*","*","*","*","*","*",
"남자","I. 숙박 및 음식점업","7. 기능원 및 관련 기능 종사자","취업자 (천명)","","13.8","14.9","16.5","14.5","16.7","18.5","18.7","16.1","16.1","21.3","21","22","22","23.1","22.9","21.7","22.3",
"남자","I. 숙박 및 음식점업","8. 장치,기계조작 및 조립종사자","취업자 (천명)","","6.1","4.8","6.3","5.6","5.6","3.5","5.8","5.3","5.2","6.5","7.1","5.9","6.2","6","4.7","5.6","5.2",
"남자","I. 숙박 및 음식점업","9. 단순노무 종사자","취업자 (천명)","","104","104.7","109.4","123.1","120.2","132.7","145.7","134.4","147.4","139.9","130.6","117.3","123.7","125.1","111.4","112.7","124.4",
"남자","J. 출판, 영상, 방송통신 및 정보서비스업","계","취업자 (천명)","","515.9","501.3","547.6","515.8","570.3","580.6","544.8","564.9","559.5","557.4","577.5","596.3","609.1","608.3","624.8","616.4","616",
"남자","J. 출판, 영상, 방송통신 및 정보서비스업","1. 관리자","취업자 (천명)","","18.6","15.3","15.4","15.8","12.4","14.6","14","14.2","10.2","12.7","13.9","14.5","16.7","16.3","14.4","19.4","19.9",
"남자","J. 출판, 영상, 방송통신 및 정보서비스업","2. 전문가 및 관련 종사자","취업자 (천명)","","331.1","332.9","365","345.3","380.2","379.2","369.4","382.8","379.7","381.7","394.1","405.5","415.9","417","436.2","439.1","440.7",
"남자","J. 출판, 영상, 방송통신 및 정보서비스업","3. 사무 종사자","취업자 (천명)","","82","82.5","88.2","77","85.4","97","81.8","85.8","88.7","87.1","91.2","97.4","96.4","90","91.1","77.9","78.2",
"남자","J. 출판, 영상, 방송통신 및 정보서비스업","4. 서비스 종사자","취업자 (천명)","","2.1","2.3",".7","1","1.9","1.4",".6",".9","1","1.5","2.1","1.9","2.2","1.6","1.4","1.1",".7",
"남자","J. 출판, 영상, 방송통신 및 정보서비스업","4. 서비스 종사자","C.V.","","","","","","","","","","","","*","*","*","*","*","*","*",
"남자","J. 출판, 영상, 방송통신 및 정보서비스업","5. 판매 종사자","취업자 (천명)","","15.5","11.8","12.1","14.5","16.3","19.3","16","15.6","16","11.1","13.3","14.1","10.4","12.7","10","11.2","8.3",
"남자","J. 출판, 영상, 방송통신 및 정보서비스업","6. 농림어업 숙련? 종사자","취업자 (천명)","","","","","","","","",".3","","","","","","","","",".1",
"남자","J. 출판, 영상, 방송통신 및 정보서비스업","6. 농림어업 숙련? 종사자","C.V.","","","","","","","","","","","","","","","","","","*",
"남자","J. 출판, 영상, 방송통신 및 정보서비스업","7. 기능원 및 관련 기능 종사자","취업자 (천명)","","36.4","30.3","35.5","32.1","36.4","35.2","30.4","31.6","31.4","31.2","26.2","30.4","34","31.8","29.8","27.7","29.5",
"남자","J. 출판, 영상, 방송통신 및 정보서비스업","8. 장치,기계조작 및 조립종사자","취업자 (천명)","","7.9","5.1","5.6","5.8","8.5","7.4","5.9","7.6","6.6","5.4","5.8","5","6.1","6.2","6.3","5","4.4",
"남자","J. 출판, 영상, 방송통신 및 정보서비스업","9. 단순노무 종사자","취업자 (천명)","","22.4","21.1","25","24.3","29.3","26.7","26.8","26.1","25.9","26.7","30.8","27.6","27.3","32.7","35.6","35","34.3",
"남자","K. 금융 및 보험업","계","취업자 (천명)","","431.4","433.4","409.9","418.5","390.1","387.3","363.1","371.2","367","373.9","397.3","381.3","357.1","357.2","359.2","366","362.4",
"남자","K. 금융 및 보험업","1. 관리자","취업자 (천명)","","51.1","52.7","52","51.7","51.9","44.8","42.3","43.1","40.7","47","46.9","47.2","44.7","41.9","40.4","41.8","43.9",
"남자","K. 금융 및 보험업","2. 전문가 및 관련 종사자","취업자 (천명)","","56.5","58.6","55","50.9","45.7","47.5","48.8","42","44.8","45.3","55.2","51.7","50.5","53.4","52.4","55.6","55.1",
"남자","K. 금융 및 보험업","3. 사무 종사자","취업자 (천명)","","223.3","221","203.6","205.2","191.5","193.8","175.1","190.8","194","194.2","210.5","192","172.5","175.9","183.4","181.3","181.9",
"남자","K. 금융 및 보험업","4. 서비스 종사자","취업자 (천명)","","3.3","4.5","4","6.1","4.6","3.7","2.9","4.1","2.5","2.8","2.3","2.8","3.4","3.5","2.5","2.3","3.8",
"남자","K. 금융 및 보험업","4. 서비스 종사자","C.V.","","","","","","","","","","","","*","*","","*","*","*","*",
"남자","K. 금융 및 보험업","5. 판매 종사자","취업자 (천명)","","91","91.4","88.5","97.7","86.8","89.8","86.1","82.1","76.8","75.9","75.3","81.3","79.9","76.5","75.8","78.4","72.2",
"남자","K. 금융 및 보험업","6. 농림어업 숙련? 종사자","취업자 (천명)","",".3",".3",".1",".1","",".1",".3","0","",".1",".5",".8","0",".2",".2",".1",".1",
"남자","K. 금융 및 보험업","6. 농림어업 숙련? 종사자","C.V.","","","","","","","","","","","","*","*","*","*","*","*","*",
"남자","K. 금융 및 보험업","7. 기능원 및 관련 기능 종사자","취업자 (천명)","","1.1","1.3","1.8","2.1","2.3","1.7","1.7","3.1","2",".9",".7","1.2","1.7","1.7","1.4","1.3","1.3",
"남자","K. 금융 및 보험업","7. 기능원 및 관련 기능 종사자","C.V.","","","","","","","","","","","","*","*","*","*","*","*","*",
"남자","K. 금융 및 보험업","8. 장치,기계조작 및 조립종사자","취업자 (천명)","","2.8","1.5","2.7","2.9","3.2","2.7","3.3","2.6","3.3","3.4","2.7","2","2.7","2.4","1.8","2.7","2.1",
"남자","K. 금융 및 보험업","8. 장치,기계조작 및 조립종사자","C.V.","","","","","","","","","","","","*","*","*","","*","*","*",
"남자","K. 금융 및 보험업","9. 단순노무 종사자","취업자 (천명)","","2","2.2","2.3","2","4.1","3.3","2.8","3.5","2.9","4.2","3.1","2.4","1.6","1.6","1.4","2.6","1.9",
"남자","K. 금융 및 보험업","9. 단순노무 종사자","C.V.","","","","","","","","","","","","","","*","*","","","*",
